"category","open_data","restricted","id","downloads","likes","license","lastModified"
"eq_text","false","true","pandaiedu/ultrachat-ms-wikipedia-conversations-ms-pairs-multiturn","93","0","UNKNOWN","2025-07-21T13:48:46.000Z"
"eq_text","false","true","yukat237/emotional-speech-audio-dataset-3eng-4noneng","93","0","UNKNOWN","2025-07-21T09:57:28.000Z"
"eq_text","true","false","Snit/french-conversation","92","6","cc-by-4.0","2023-04-29T06:41:29.000Z"
"eq_text","false","true","maxF6YsK/conversations","92","0","UNKNOWN","2025-07-10T18:40:33.000Z"
"automation","false","true","HydraLM/glaive_function_calling_v1_standardized","91","5","UNKNOWN","2023-08-11T15:46:03.000Z"
"eq_text","false","true","KIT-RoboInfo/emotion_classification","91","0","unknown","2025-01-20T10:05:31.000Z"
"eq_text","false","true","Lakshan2003/customer_service_client_agent_conversations","91","4","UNKNOWN","2025-07-23T06:37:30.000Z"
"other","true","false","Skepsun/cvalues_rlhf","91","10","apache-2.0","2023-09-15T05:35:50.000Z"
"eq_text","true","false","arkamedus/conversation","91","3","mit","2025-11-01T22:38:28.000Z"
"eq_text","false","true","goendalf666/sales-conversations","91","43","UNKNOWN","2023-10-04T20:39:04.000Z"
"other","false","true","TheRealPilot638/Qwen3-8B-BS16-RLHF-PRM-GPQA","90","0","UNKNOWN","2025-06-26T22:32:40.000Z"
"automation","false","true","ZeroAgency/glaive-function-calling-v2-parsed-with-reasoning","90","0","UNKNOWN","2025-07-14T02:25:58.000Z"
"other","false","true","flyingbugs/pku_safe_rlhf_train","90","0","UNKNOWN","2025-07-15T23:16:05.000Z"
"eq_text","true","false","iamplus/Conversation_as_IT_Continuous_Data","90","1","apache-2.0","2023-05-09T12:40:21.000Z"
"eq_text","false","true","junelee/sharegpt_deepl_ko","90","64","UNKNOWN","2023-04-27T01:43:36.000Z"
"eq_text","false","true","AI-Roadmap/LLM_emotion_Llama3.2_3B_sys_prompt_continuation","89","0","UNKNOWN","2025-07-21T06:49:49.000Z"
"eq_text","false","true","AI-Roadmap/LLM_emotion_Qwen3_4B_sys_prompt_continuation","89","0","UNKNOWN","2025-07-21T07:31:02.000Z"
"eq_text","false","true","LaurenGurgiolo/Music_by_Emotion","89","0","other","2025-12-16T18:06:47.000Z"
"eq_text","false","true","amnesiackid/ravdess-emotion-intensity","89","1","UNKNOWN","2025-07-11T14:07:21.000Z"
"eq_text","false","true","branles14/ultrachat-uncensored","89","0","cc-by-nc-4.0","2023-07-20T00:31:12.000Z"
"eq_text","true","false","jeffmeloy/sonnet3.5_science_conversations","89","22","apache-2.0","2024-10-30T20:17:54.000Z"
"eq_text","false","true","sxdave/emotion_detection","89","2","UNKNOWN","2023-05-29T22:55:36.000Z"
"eq_text","true","false","Bluestrikeai/Conversation-chatbot","88","0","apache-2.0","2025-07-13T16:14:21.000Z"
"eq_text","false","true","WPRM/checklist_dataset_sharegpt_for_offline_ppo_axtree","88","0","UNKNOWN","2025-07-22T14:46:25.000Z"
"automation","false","true","irene93/function-calling-v3-datasets-korean","88","0","UNKNOWN","2025-07-22T00:25:16.000Z"
"eq_text","false","true","nodrog1061/ios_emulated_criminal_conversations_helios","88","0","UNKNOWN","2026-02-23T20:25:25.000Z"
"eq_text","false","true","DynamicSuperb/ConversationMatching_EnShortConversation","87","2","UNKNOWN","2024-06-13T08:16:14.000Z"
"eq_text","false","true","FrancophonIA/Guide_de_la_conversation_en_quatre_langues_francais-wolof-diola-serer","87","0","UNKNOWN","2025-07-15T18:25:20.000Z"
"eq_text","true","false","Lathma/Mental_Health_Conversation_Dataset","87","0","apache-2.0","2025-07-16T19:34:05.000Z"
"other","true","false","MetaAligner/HH-RLHF-MetaAligner-Data","87","1","mit","2024-04-30T14:25:49.000Z"
"automation","false","true","fernandofernandes/glaive-function-calling-v2-formatted","87","0","UNKNOWN","2025-07-14T14:33:45.000Z"
"eq_text","true","false","PavanKumarn05030/etl-sharegpt-1000","86","0","mit","2025-07-12T14:56:53.000Z"
"other","false","true","VietMedTeam/V-RLHF-base","86","0","UNKNOWN","2026-02-22T00:18:19.000Z"
"eq_text","true","false","alakxender/dhivehi-conversations-turn","86","0","mit","2025-07-25T10:46:26.000Z"
"eq_text","false","true","eustlb/dailytalk-conversations-grouped","86","9","UNKNOWN","2025-05-07T16:16:18.000Z"
"eq_text","false","true","mahfoos/Patient-Doctor-Conversation","86","16","UNKNOWN","2023-05-26T19:16:01.000Z"
"eq_text","false","true","mlfoundations-dev/claude_3_7_tbench_traces_sharegptv1","86","0","UNKNOWN","2025-07-23T21:32:37.000Z"
"eq_text","false","true","w497273/qwq-sharegpt-2k","86","0","UNKNOWN","2025-07-22T16:22:30.000Z"
"automation","true","false","HeshamHaroon/Arabic_Function_Calling","85","59","apache-2.0","2025-12-14T16:45:57.000Z"
"eq_text","false","true","Lakshan2003/customer_service_client_agent_conversations_25k_multi_task","85","1","UNKNOWN","2025-07-23T10:24:55.000Z"
"other","false","true","NoahShen/jailbreakbench-llama3.1-8b-inst-safe-rlhf-0710-completions","85","0","UNKNOWN","2025-07-11T18:21:06.000Z"
"automation","false","true","Trelis/function_calling_extended","85","51","UNKNOWN","2023-12-04T14:44:29.000Z"
"eq_text","false","true","bilal63/turkish_music_emotion_dataset","85","0","UNKNOWN","2025-05-21T11:39:59.000Z"
"eq_text","false","true","cairocode/IEMO_Emotion2Vec_Augmented","85","0","UNKNOWN","2025-07-14T16:12:36.000Z"
"eq_text","false","true","cairocode/MSPI_Emotion2Vec_Augmented","85","0","UNKNOWN","2025-07-14T19:55:25.000Z"
"eq_text","false","true","vbuenosa-nttd/fc_aod_sharegpt_v1","85","0","UNKNOWN","2025-07-11T10:36:31.000Z"
"other","false","true","wnkh/vlm-project-with-images-with-bbox-images-with-tree-of-thoughts-RLHF-v6","85","0","UNKNOWN","2025-07-10T13:55:00.000Z"
"eq_text","false","true","AudioLLMs/meld_emotion_test","84","1","UNKNOWN","2025-03-13T13:01:13.000Z"
"eq_text","false","true","FrancophonIA/Guide_de_la_conversation_francais-wolof","84","0","UNKNOWN","2025-07-15T18:16:14.000Z"
"eq_text","false","true","HTH-inc/japanese-casual-conversational-speech-golden-dataset-preview","84","1","other","2026-03-04T18:52:58.000Z"
"eq_text","false","true","Lakshan2003/customer_service_client_agent_conversations_40k_multi_task","84","1","UNKNOWN","2025-07-23T15:07:20.000Z"
"eq_text","false","true","WPRM/checklist_dataset_sharegpt_for_offline_ppo_short_axtree","84","0","UNKNOWN","2025-07-23T00:15:05.000Z"
"eq_text","false","true","WPRM/checklist_dataset_sharegpt_for_offline_ppo_tiny_axtree","84","0","UNKNOWN","2025-07-22T14:46:43.000Z"
"eq_text","false","true","alexjoseph0905/mental_health_counseling_conversations","84","0","other","2026-03-05T13:36:02.000Z"
"eq_text","false","true","lhkhiem28/ultrachat-4spider-iter3","84","0","UNKNOWN","2025-07-16T23:52:48.000Z"
"eq_text","false","true","minyichen/ultrachat_2k_traditional_chinese","84","0","UNKNOWN","2025-07-21T08:47:04.000Z"
"eq_text","false","true","thucdangvan020999/emotion_audio","84","0","UNKNOWN","2025-09-15T02:36:26.000Z"
"eq_text","true","false","ukr-detect/ukr-emotions-per-annotator","84","0","cc-by-4.0","2025-09-18T13:39:06.000Z"
"eq_text","false","true","CodCodingCode/medcial-convo-combined-V2.3-no-conversation","83","0","UNKNOWN","2025-07-15T16:37:50.000Z"
"eq_text","true","false","EmpathYang/JIR-Arena","83","0","mit","2025-05-16T07:24:08.000Z"
"other","false","true","NoahShen/harmbench-llama3.1-8b-inst-safe-rlhf-0710-completions","83","0","UNKNOWN","2025-07-11T05:44:01.000Z"
"other","false","true","NoahShen/math-llama3.1-8b-inst-safe-rlhf-0710-completions","83","0","UNKNOWN","2025-07-12T07:46:24.000Z"
"eq_text","false","true","Yehor/en-uk-translation-conversations-test","83","0","UNKNOWN","2025-07-12T11:14:48.000Z"
"eq_text","false","true","mrfakename/deepseek-synthetic-emotional-support","83","1","UNKNOWN","2025-07-12T22:59:55.000Z"
"eq_text","false","true","AquaV/Chemical-Biological-Safety-Applications-Sharegpt","82","0","UNKNOWN","2024-09-02T01:48:57.000Z"
"other","false","true","NoahShen/simpleqa-llama3.1-8b-inst-safe-rlhf-0710-completions","82","0","UNKNOWN","2025-07-11T20:34:15.000Z"
"other","false","true","NoahShen/strongreject-llama3.1-8b-inst-safe-rlhf-0710-completions","82","0","UNKNOWN","2025-07-11T18:34:52.000Z"
"other","true","false","ProlificAI/social-reasoning-rlhf","82","52","mit","2023-10-11T08:50:59.000Z"
"eq_text","false","true","enPurified/ultrachat_200k_sft-enPurified-openai-messages","82","2","unknown","2026-01-12T00:35:20.000Z"
"eq_text","false","true","girishf/ipl-2025-conversations","82","0","UNKNOWN","2025-07-12T07:06:39.000Z"
"other","false","true","yitingxie/rlhf-reward-datasets","82","65","UNKNOWN","2023-01-01T12:23:04.000Z"
"eq_text","false","true","AquaV/Energetic-Materials-Sharegpt","81","1","UNKNOWN","2024-09-02T01:41:26.000Z"
"eq_text","false","true","KELONMYOSA/dusha_emotion_audio","81","1","UNKNOWN","2023-05-28T10:15:05.000Z"
"other","false","true","MWilinski/hh-rlhf-irl","81","0","UNKNOWN","2026-02-19T22:05:40.000Z"
"automation","true","false","SentientAGI/crypto-agent-safe-function-calling","81","3","cc-by-4.0","2025-05-10T04:13:32.000Z"
"eq_text","true","false","crownelius/Creative_Writing_ShareGPT_Enhanced","81","3","apache-2.0","2026-02-19T20:31:21.000Z"
"other","false","true","flyingbugs/pku_safe_rlhf_test","81","0","UNKNOWN","2025-07-15T23:16:07.000Z"
"eq_text","false","true","seanmamasde/sharegpt-gpt4-taide","81","1","other","2025-07-23T10:15:03.000Z"
"eq_text","false","true","5CD-AI/Viet-ShareGPT-4o-Text-VQA","80","56","UNKNOWN","2024-10-01T07:20:28.000Z"
"other","false","true","NoahShen/xstest-llama3.1-8b-inst-safe-rlhf-0710-completions","80","0","UNKNOWN","2025-07-11T18:39:08.000Z"
"eq_text","true","false","PSewmuthu/Emotion_Video_Facial_Landmarks","80","0","apache-2.0","2025-10-19T11:46:13.000Z"
"eq_text","false","true","ChaoticNeutrals/Olympiad_Math-ShareGPT","79","2","other","2024-11-13T00:36:37.000Z"
"eq_text","false","true","Chaser-cz/sonnet35-charcard-roleplay-sharegpt","79","17","UNKNOWN","2024-08-22T01:55:55.000Z"
"eq_text","false","true","ohjoonhee/Visual-CoT-27k-SFT-Sharegpt-v1","79","0","UNKNOWN","2026-01-15T07:28:08.000Z"
"eq_text","false","true","reasoningMIA/QwQ_Benchmark_Distill_sharegpt_combined","79","1","UNKNOWN","2025-07-31T03:24:38.000Z"
"eq_text","true","false","2imi9/Alpaca_ShareGPT_10G","78","0","cc-by-4.0","2025-10-23T15:34:48.000Z"
"eq_text","true","false","Akjava/QWEN3-TTS-Voice-Clone-100-Japanese-Female-ITA-Corpus-Emotion","78","0","mit","2026-02-01T11:43:15.000Z"
"eq_text","false","true","JobixAi/speech-emotion-existing-dataset","78","0","UNKNOWN","2025-06-27T10:08:05.000Z"
"other","false","false","liyucheng/zhihu_rlhf_3k","78","94","cc-by-2.0","2023-04-15T17:06:05.000Z"
"automation","false","true","rageshns/V3-wiki-trivia-tool-use","78","0","UNKNOWN","2025-07-23T12:15:49.000Z"
"other","false","true","ChengSong/terminology-sentences-sft-rlhf-test","77","0","UNKNOWN","2025-12-02T02:13:36.000Z"
"eq_text","false","true","DavidNguyen/ShareGPT4V-Sam","77","0","UNKNOWN","2024-06-21T12:17:41.000Z"
"automation","true","false","ankush13r/chatml-function-calling-v2","77","3","apache-2.0","2025-03-05T14:37:59.000Z"
"other","true","false","Estwld/formatted-hh-rlhf","76","0","apache-2.0","2024-05-11T05:36:26.000Z"
"other","false","true","NoahShen/jailbreakbench-llama3.1-8b-inst-safe-rlhf-0722-cf-completions","76","0","UNKNOWN","2025-07-23T03:54:15.000Z"
"eq_text","false","true","jsisonou/webnovel-narrative-emotion","76","0","other","2025-09-16T07:30:33.000Z"
"eq_text","true","false","ShiroOnigami23/emotion-voice-dataset","75","5","mit","2026-01-11T13:24:58.000Z"
"eq_text","false","true","anggars/mbti-emotion","75","0","UNKNOWN","2026-02-16T12:59:02.000Z"
"eq_text","false","true","tsystems/sharegpt4v_vqa_200k_batch4","75","0","cc-by-nc-4.0","2025-01-26T19:20:26.000Z"
"eq_text","true","false","LLMs/Alpaca-ShareGPT","74","20","apache-2.0","2023-05-02T05:56:48.000Z"
"eq_text","false","true","Tesslate/Rust_sharegpt","74","7","UNKNOWN","2025-04-17T19:51:01.000Z"
"eq_text","false","true","argilla/emotion","74","0","UNKNOWN","2023-08-23T06:37:14.000Z"
"automation","true","false","dinushiTJ/gemma-function-calling","74","2","apache-2.0","2024-09-27T21:15:31.000Z"
"eq_text","false","true","Arun63/sharegpt-fda-cfr-11-qa","73","0","UNKNOWN","2025-02-02T20:16:26.000Z"
"eq_text","false","true","Gokottaw434/ShareGPT-4o-image-black","73","0","UNKNOWN","2025-10-29T10:27:25.000Z"
"eq_text","false","true","LewisCh/face-emotion-nfed","73","0","UNKNOWN","2026-02-23T12:57:45.000Z"
"eq_text","true","false","ReBatch/ultrachat_200k_nl","73","1","apache-2.0","2024-05-30T09:37:33.000Z"
"eq_text","true","false","log101/emotion-turkish","73","0","mit","2023-08-25T11:13:54.000Z"
"other","false","true","NoahShen/jailbreakbench-llama3.1-8b-inst-safe-rlhf-0722-phrase-completions","72","0","UNKNOWN","2025-07-23T18:28:40.000Z"
"other","false","true","VietMedTeam/V-RLHF-o-from-bases","72","0","UNKNOWN","2026-02-16T15:17:19.000Z"
"automation","true","false","interstellarninja/toolace_sequential_tool_use_reasoning","72","2","apache-2.0","2025-07-27T07:57:35.000Z"
"eq_text","false","true","mlfoundations-dev/claude_3_7_20250219_tbench_traces_sharegptv1","72","0","UNKNOWN","2025-07-23T22:26:02.000Z"
"eq_text","false","true","mlfoundations-dev/tbench_traces_local_sharegptv1","72","0","UNKNOWN","2025-07-24T16:50:38.000Z"
"other","false","true","RLHFlow/Deepseek-PRM-Data","71","17","UNKNOWN","2024-11-09T18:53:33.000Z"
"eq_text","false","true","mlfoundations-dev/claude_3_7_tbench_traces_sharegpt","71","0","UNKNOWN","2025-07-23T21:31:46.000Z"
"eq_text","false","true","mlfoundations-dev/tbench_traces_sharegptv1","71","1","UNKNOWN","2025-07-24T13:12:45.000Z"
"eq_text","true","false","Jiaheng-Wang/ZJU-Children-Emotion","70","1","odc-by","2025-07-10T10:10:11.000Z"
"eq_text","false","true","LewisCh/face-emotion-ds000117","70","0","UNKNOWN","2026-02-23T13:05:02.000Z"
"automation","true","false","Nan-Do/instructional_code-search-net-java","70","1","apache-2.0","2023-05-20T05:22:11.000Z"
"eq_text","true","false","Undi95/ConversationChronicles-sharegpt-SHARDED","70","10","cc-by-4.0","2024-01-16T18:58:08.000Z"
"automation","false","true","red1xe/code_instructions","70","7","openrail","2023-08-07T14:06:31.000Z"
"other","true","false","Smoked-Salmon-s/empathetic_dialogues_ko","69","8","apache-2.0","2023-12-08T01:42:03.000Z"
"eq_text","false","true","causal-lm/ultrachat","69","4","UNKNOWN","2023-07-13T14:24:01.000Z"
"eq_text","false","true","AdamCodd/yolo-emotions","68","1","UNKNOWN","2025-01-30T20:09:19.000Z"
"eq_text","true","false","BramVanroy/ultrachat_200k_dutch","68","8","apache-2.0","2024-12-06T08:21:38.000Z"
"eq_text","true","false","bjoernp/ultrachat_de","68","11","mit","2023-12-02T13:07:31.000Z"
"eq_text","false","true","cportoca/CS224S_Quechua_Project_emotion_dataset","68","1","UNKNOWN","2024-06-05T00:09:23.000Z"
"eq_text","false","true","stepp1/tweet_emotion_intensity","68","9","UNKNOWN","2022-04-18T20:49:56.000Z"
"eq_text","false","true","ystemsrx/Cybersecurity-ShareGPT-Chinese","68","21","cc-by-nc-4.0","2024-09-22T10:07:23.000Z"
"eq_text","true","false","Jackrong/ShareGPT-gpt-oss-120B-reasoning","67","4","apache-2.0","2025-11-21T09:54:19.000Z"
"eq_text","false","true","Locutusque/smoltalk-sharegpt","67","1","UNKNOWN","2024-11-23T02:01:31.000Z"
"eq_text","false","true","Delta-Vector/Orion-OpenCAI-ShareGPT","66","2","UNKNOWN","2024-10-22T14:25:29.000Z"
"eq_text","false","true","Jayce-Ping/ShareGPT-4o-Image-Mini","66","0","UNKNOWN","2026-01-05T14:37:42.000Z"
"eq_text","false","true","akuzdeuov/kazakh-emotional-tts","66","0","UNKNOWN","2026-02-12T06:30:55.000Z"
"automation","true","false","peiyao-sentient/crypto-agent-safe-function-calling","66","2","cc-by-4.0","2025-05-10T05:03:45.000Z"
"eq_text","false","true","En1gma02/processed_english_emotions","65","2","UNKNOWN","2024-12-18T23:05:40.000Z"
"other","false","true","RLHFlow/UltraFeedback-preference-standard","65","14","UNKNOWN","2024-04-27T23:20:49.000Z"
"automation","false","false","allenai/Dolci-Think-SFT-Olmo-Hybrid-Tool-Use-SA","65","6","cc-by-sa-4.0","2026-03-05T15:57:18.000Z"
"automation","false","true","data4elm/function-calling-test","65","0","UNKNOWN","2025-10-20T14:56:28.000Z"
"eq_text","false","true","mesolitica/google-translate-ultrachat","65","0","UNKNOWN","2023-12-17T17:07:45.000Z"
"eq_text","false","true","VityaVitalich/ultrachat_no_refusal","64","0","UNKNOWN","2026-01-27T14:34:38.000Z"
"automation","false","false","allenai/Dolci-Instruct-SFT-Tool-Use-SA","64","4","cc-by-sa-4.0","2026-03-03T01:43:03.000Z"
"automation","false","true","ashu42/atis_function_calling","64","2","UNKNOWN","2024-08-05T10:56:57.000Z"
"eq_text","false","false","jeffnyman/emotions","64","6","cc-by-sa-4.0","2023-07-29T18:10:20.000Z"
"other","false","true","pixelsandpointers/empathetic_dialogues_for_lm","64","5","UNKNOWN","2022-02-23T15:49:12.000Z"
"automation","true","false","sohamb37lexsi/Salesforce-xlam-function-calling-60k-splits","63","0","cc-by-4.0","2026-02-16T13:03:46.000Z"
"eq_text","false","true","AudioLLMs/iemocap_emotion_recognition","62","1","UNKNOWN","2025-03-13T12:52:25.000Z"
"other","false","true","aryamankeyora/detailed_description_train_antibody200_updated_3_RLHF","62","0","UNKNOWN","2025-07-24T20:39:36.000Z"
"automation","false","true","mzbac/function-calling-llama-3-format-v1.1","62","29","UNKNOWN","2024-05-01T03:26:37.000Z"
"eq_text","false","true","princeton-nlp/prolong-ultrachat-64K","62","1","UNKNOWN","2024-10-22T16:43:48.000Z"
"eq_text","true","false","AiLab-IMCS-UL/go_emotions-en","61","0","apache-2.0","2025-10-09T13:02:38.000Z"
"automation","true","false","Digital-nimbus/llama-2-oai-function-calling","61","3","mit","2023-11-28T20:55:11.000Z"
"eq_text","false","true","UniDataPro/speech-emotion-recognition","61","2","cc-by-nc-nd-4.0","2025-04-04T11:29:52.000Z"
"automation","false","false","NewEden/xlam-function-calling-60k-shareGPT","60","0","agpl-3.0","2024-07-29T01:05:51.000Z"
"eq_text","false","true","YeungNLP/ultrachat","60","26","UNKNOWN","2023-06-19T02:52:43.000Z"
"eq_text","true","false","crownelius/UltraCHAT-4200x-Qwen3","60","2","apache-2.0","2026-02-22T23:23:04.000Z"
"automation","false","true","eitanturok/Salesforce-xlam-function-calling-60k","60","0","UNKNOWN","2024-06-26T14:30:57.000Z"
"other","true","false","jojo0217/korean_rlhf_dataset","60","28","apache-2.0","2023-09-25T08:36:04.000Z"
"other","false","true","lighteval/empathetic_dialogues","60","0","UNKNOWN","2023-05-09T09:19:47.000Z"
"automation","false","true","AMead10/Universal-glaive-function-calling-v2","59","0","UNKNOWN","2023-12-14T08:21:15.000Z"
"eq_text","false","true","AnasAlokla/multilingual_go_emotions","59","1","UNKNOWN","2025-04-28T14:10:10.000Z"
"eq_text","false","true","Dewa/Dog_Emotion_Dataset_v2","59","6","creativeml-openrail-m","2023-07-28T18:47:48.000Z"
"eq_text","false","true","Hemg/Emotion-audio-Dataset","59","7","UNKNOWN","2024-04-05T04:38:54.000Z"
"other","false","true","aryamankeyora/detailed_description_val_antibody200_updated_3_RLHF","59","0","UNKNOWN","2025-07-24T20:43:03.000Z"
"eq_text","false","true","asahi417/jvnv-emotional-speech-corpus","59","5","UNKNOWN","2024-06-08T08:42:08.000Z"
"automation","true","false","driaforall/verifiable-pythonic-function-calling-lite","59","10","apache-2.0","2025-02-07T07:29:35.000Z"
"other","true","false","nvidia/Nemotron-Cascade-RL-RLHF","59","10","cc-by-4.0","2025-12-16T02:13:32.000Z"
"eq_text","true","false","openchat/ultrachat-sharegpt","59","9","mit","2024-04-16T13:25:45.000Z"
"eq_text","false","true","tukey/human_face_emotions_roboflow","59","9","UNKNOWN","2024-09-12T17:42:59.000Z"
"automation","false","true","vikp/python_code_instructions_filtered","59","5","UNKNOWN","2023-08-31T02:45:36.000Z"
"automation","true","false","AmanPriyanshu/tool-reasoning-sft-hermes_reasoning_tool_use-data-cleaned-rectified","58","1","apache-2.0","2026-02-24T07:32:43.000Z"
"automation","true","false","CL19/olmo-poisoned-1e-3-tooluse","58","0","apache-2.0","2026-01-23T18:03:45.000Z"
"eq_text","false","true","gerhardien/text-emotion-indonesia","58","1","UNKNOWN","2024-12-21T15:18:55.000Z"
"other","true","false","heegyu/hh-rlhf-ko","58","3","mit","2023-12-24T14:35:56.000Z"
"eq_text","true","false","mwei/UltraChat-300K-SLAM-Omni","58","0","mit","2026-02-03T11:03:04.000Z"
"other","true","false","shi3z/anthropic_hh_rlhf_japanese","58","11","mit","2023-06-29T01:19:09.000Z"
"other","false","true","Baidicoot/anthropic-hh-rlhf","57","0","UNKNOWN","2024-05-10T13:29:40.000Z"
"eq_text","true","false","EmpathYang/TinyHelen","57","0","mit","2025-02-14T05:22:51.000Z"
"eq_text","false","true","Fredithefish/openassistant-guanaco-unfiltered","57","9","UNKNOWN","2025-04-24T10:22:02.000Z"
"eq_text","false","true","laion/Emilia-with-Emotion-Annotations4","57","1","UNKNOWN","2025-07-18T03:27:29.000Z"
"eq_text","true","false","transformersbook/emotion-train-split","57","5","apache-2.0","2023-02-14T18:21:24.000Z"
"automation","false","true","tuandunghcmut/bfcl_function_calling_suite","57","0","UNKNOWN","2025-11-01T20:18:20.000Z"
"automation","false","true","data4elm/function-calling-raw-test","56","0","UNKNOWN","2025-10-20T14:57:19.000Z"
"eq_text","true","false","id4thomas/emotion-prediction-comet-atomic-2020","56","0","apache-2.0","2025-05-14T11:40:49.000Z"
"other","true","false","kunishou/hh-rlhf-49k-ja","56","25","mit","2023-11-07T08:33:43.000Z"
"eq_text","false","true","sebdg/go_emotions_sequences","56","0","UNKNOWN","2024-05-03T23:56:28.000Z"
"eq_text","false","false","Rizqi/emotion-raw","55","3","afl-3.0","2022-06-17T07:44:57.000Z"
"eq_text","false","true","SLLM-multi-hop/EmotionQA","55","0","UNKNOWN","2025-06-09T09:13:25.000Z"
"eq_text","true","false","jiangchengchengNLP/Enhanced_Emotion_Classification_Dataset","55","0","mit","2026-01-08T02:32:13.000Z"
"eq_text","true","false","mac26/Emotion_Video_Facial_Landmarks","55","0","apache-2.0","2026-02-13T16:42:56.000Z"
"eq_text","false","true","AdamCodd/emotion-balanced","54","5","other","2023-10-14T23:10:06.000Z"
"eq_text","true","false","BrunoGR/HRECPW-Hispanic_Responses_for_Emotional_Classification_based_on_Plutchik_Wheel","54","2","mit","2024-08-07T20:02:01.000Z"
"eq_text","false","true","SeifElden2342532/parler-tts-emotion-dataset","54","3","UNKNOWN","2026-01-30T01:11:08.000Z"
"eq_text","true","false","masakhane/african-ultrachat","54","5","mit","2024-04-04T15:53:51.000Z"
"other","false","true","tasksource/oasst1_pairwise_rlhf_reward","54","44","UNKNOWN","2023-07-04T17:47:46.000Z"
"eq_text","false","true","BAAI/IndustryCorpus2_literature_emotion","53","3","UNKNOWN","2024-09-18T09:38:23.000Z"
"eq_text","false","true","OEvortex/EmotionalIntelligence-75k","53","3","other","2024-06-28T13:15:51.000Z"
"other","true","false","Thaweewat/hh-rlhf-th","53","1","mit","2023-05-10T23:44:07.000Z"
"other","false","true","Dahoas/synthetic-hh-rlhf-prompts","52","2","UNKNOWN","2022-12-19T16:16:22.000Z"
"automation","true","false","NobodyExistsOnTheInternet/xlam-function-calling-60k","52","1","mit","2024-06-13T18:29:36.000Z"
"automation","true","false","atasoglu/turkish-function-calling-20k","52","15","mit","2025-04-07T20:39:03.000Z"
"other","true","false","betteruncensored/hh-rlhf","52","0","mit","2024-02-20T04:35:18.000Z"
"eq_text","true","false","jonghwanhyeon/korean-emotion-lexicon","52","4","cc0-1.0","2024-10-03T17:32:37.000Z"
"other","true","false","polinaeterna/hh-rlhf","52","1","mit","2023-09-06T16:01:53.000Z"
"other","false","true","PALM-Lab/vid-guard-rlhf-unsafe","51","0","UNKNOWN","2026-02-15T03:58:21.000Z"
"other","false","true","RLHFlow/SFT-OpenHermes-2.5-Standard","51","3","UNKNOWN","2024-04-24T08:31:00.000Z"
"eq_text","true","false","Trelis/openassistant-deepseek-coder","51","9","apache-2.0","2024-01-03T00:16:11.000Z"
"automation","false","true","lmassaron/hermes-function-calling-v1","51","1","UNKNOWN","2025-03-23T22:08:15.000Z"
"eq_text","true","false","worstchan/UltraChat-300K-SLAM-Omni","51","2","mit","2025-05-06T08:05:59.000Z"
"eq_text","true","false","xinrongzhang2022/Duplex-UltraChat","51","8","apache-2.0","2024-06-26T10:04:57.000Z"
"automation","true","false","interstellarninja/hermes-function-calling-v1","50","0","apache-2.0","2026-01-03T17:43:14.000Z"
"eq_text","false","true","lhkhiem28/ultrachat-4spider-iter2","50","0","UNKNOWN","2025-07-16T02:13:49.000Z"
"eq_text","false","true","neuralmagic/ultrachat_2k","50","0","UNKNOWN","2024-07-02T19:43:01.000Z"
"eq_text","true","false","nlpai-lab/openassistant-guanaco-ko","50","11","apache-2.0","2023-06-01T10:44:35.000Z"
"other","false","true","MWilinski/hh-rlhf-harmless-base","49","0","UNKNOWN","2025-11-05T10:34:53.000Z"
"eq_text","false","true","PocketDoc/Dans-Assistantmaxx-OpenAssistant2","49","0","UNKNOWN","2024-09-25T04:28:04.000Z"
"automation","false","true","Trelis/function_calling_v3_SAMPLE","49","1","UNKNOWN","2023-12-27T10:23:22.000Z"
"automation","true","false","heegyu/glaive-function-calling-v2-ko","49","16","apache-2.0","2024-01-08T12:32:32.000Z"
"other","true","false","pheonix-delta/WiredBrain-RLHF","49","1","mit","2026-02-15T03:14:27.000Z"
"other","false","true","Ahren09/empathetic_dialogues","48","0","UNKNOWN","2026-01-01T21:51:25.000Z"
"automation","false","true","Guilherme34/openai-finetune-python-code-instructions","48","0","UNKNOWN","2025-12-12T10:57:38.000Z"
"other","false","true","d0rj/full-hh-rlhf-ru","48","2","UNKNOWN","2024-07-02T07:40:55.000Z"
"automation","false","true","mlx-community/hermes-reasoning-tool-use","48","5","UNKNOWN","2025-07-29T18:23:10.000Z"
"automation","false","true","5CD-AI/Vietnamese-Locutusque-function-calling-chatml-gg-translated","47","27","UNKNOWN","2024-06-19T04:17:27.000Z"
"other","false","true","MWilinski/hh-rlhf-helpful-base","47","0","UNKNOWN","2025-11-05T10:34:20.000Z"
"other","false","true","RLHFlow/Mistral-PRM-Data","47","11","UNKNOWN","2024-11-09T18:52:44.000Z"
"other","false","true","ajagota71/ajagota71_llama-3-2-1b-rlhf-kl-p5-target-2p5-lr-3e-6-checkpoint-epoch-100_999_samples_detoxified","47","0","UNKNOWN","2025-07-27T10:05:27.000Z"
"eq_text","false","true","branles14/ultrachat-uncensored_full","47","3","cc-by-nc-4.0","2023-07-20T03:39:25.000Z"
"eq_text","false","true","zhuyksir/Ultrachat-Sharegpt-Qwen3-Next-80B-A3B-Instruct","47","1","UNKNOWN","2025-09-19T04:00:50.000Z"
